"ID","consumer","trait_name","B0start","T0","Tm","B0","AIC","BIC","habitat","location","stage"
668,"Encelia farinosa","net photosynthesis rate","-0.00301299106502156",-17.6987842924754,38.6145573065942,0.000867804096462677,"1.28610167552298","-0.276146674740614","terrestrial","Death Valley, California, USA","leaf"
669,"Heuchera americana","net photosynthesis rate","1.64651181247897e-05",4.39392553984189,41.3943407651314,0.00153844823918453,"39.4449156357026","43.2226715523684","terrestrial","Duke Forest, Durham, North Carolina, USA","leaf tissue"
670,"Heuchera americana","net photosynthesis rate","-0.00167380570467415",-5.16437265040368,35.0353010143551,0.00301341163088762,"80.4971070877612","83.8299604639861","terrestrial","Duke Forest, Durham, North Carolina, USA","leaf tissue"
671,"Geraea canescens","net photosynthesis rate","0.0163321724261062",-26.3106434197838,42.5734897925646,0.0169360827455437,"36.1979217094943","35.9815623057156","terrestrial","Death Valley National Monument, California, USA","leaf"
672,"Geraea canescens","net photosynthesis rate","0.0497018697615664",-11.8066454724448,48.0441179465574,0.0169280435669594,"41.824666760562","43.0350071325381","terrestrial","Death Valley National Monument, California, USA","leaf"
675,"Albutilon theophrasti","net photosynthesis rate","0.0469854707522072",-42.0794126623808,41.0117107900611,0.00446498297496177,"39.9566217452773","39.7402623414985","terrestrial","Beltsville, Maryland, USA","leaf"
676,"Albutilon theophrasti","net photosynthesis rate","-0.00417891590143036",2.83671445745292,34.4389852302208,0.019702679813907,"24.0747078919525","22.5124595416889","terrestrial","Beltsville, Maryland, USA","leaf"
678,"Albutilon theophrasti","net photosynthesis rate","-0.0768846599838944",-16.612929273117,34.2156499091201,0.0144930739948948,"42.9960224640027","42.779663060224","terrestrial","Beltsville, Maryland, USA","leaf"
679,"Albutilon theophrasti","net photosynthesis rate","-0.00513239149399744",3.32289127597546,34.3192212476775,0.0280447119876218,"46.7935804471939","46.5772210434151","terrestrial","Beltsville, Maryland, USA","leaf"
680,"Albutilon theophrasti","net photosynthesis rate","0.024256401511052",-3.89414729615042,41.7274027003283,0.0130543132851752,"29.0560167519435","27.4937684016799","terrestrial","Beltsville, Maryland, USA","leaf"
681,"Atriplex hymenelytra","net photosynthesis rate","0.0144789666592317",-78.2714339034251,40.2179957751155,0.000729345409730939,"7.94120561839925","9.88083221755126","terrestrial","Death Valley, California, USA","branch"
682,"Atriplex hymenelytra","net photosynthesis rate","0.00401959866448686",-1.57660648043097,46.7053022621489,0.000906302766841012,"2.31762001758822","3.9092011087817","terrestrial","Death Valley, California, USA","branch"
683,"Heliotropium curassavicum","net photosynthesis rate","0.00696491454285106",3.93769682719994,45.4476856527672,0.000841250444480436,"-15.9274397646929","-17.4896881149565","terrestrial","Death Valley, California, USA","leaf"
685,"Heliotropium curassavicum","net photosynthesis rate","0.00175116662737299",5.68231309822063,44.0088542356937,0.000972796036789074,"-9.57997655874625","-11.1422249090098","terrestrial","Point Reyes, California, USA","leaf"
687,"Heliotropium curassavicum","net photosynthesis rate","0.00399914636476441",-6.56606068359583,51.9726656328155,0.000920524276798663,"-3.34701440505809","-4.90926275532169","terrestrial","Death Valley, California, USA","leaf"
688,"Heliotropium curassavicum","net photosynthesis rate","0.000771530634889256",-30.6031994476556,47.070202787218,0.000540895631302164,"-7.18594739299965","-8.74819574326325","terrestrial","Death Valley, California, USA","leaf"
691,"Aplectrum hyemal","net photosynthesis rate","-0.0660457862052391",-67.0094106506258,34.0421009974688,0.0143316642974561,"26.7899540264331","26.5735946226543","terrestrial","Abraham's Woods, Green County, Wisconsin, USA","leaf"
695,"Aplectrum hyemal","net photosynthesis rate","-0.00515606572065127",-26.1781015202676,33.7339751982316,0.00162481315624969,"20.2336750597455","21.0225733690904","terrestrial","Richland County, Wisconsin, USA","adult"
696,"Synechocystis sp. PCC6803","net photosynthesis rate","0.123684397583808",10.6611720993919,52.0000000239619,0.081237890086171,"96.4715041294994","97.2604024388443","freshwater","University of Hyogo, Hyogo, Japan","culture"
